step|id|lat|lon|g|h|name
371|272616042|41.3779111|2.0278117|16.7109963|819.2634356|
372|276370012|41.3781172|2.0271251|16.7726978|819.2254400|
373|276370013|41.3783233|2.0266788|16.8164225|819.2047777|
374|272616043|41.3785487|2.0262839|16.8578206|819.1889037|
375|276370014|41.3787999|2.0259406|16.8978289|819.1781956|
376|272616044|41.3791283|2.0256059|16.9437995|819.1724280|
377|276370015|41.3795469|2.0252368|16.9996111|819.1692285|
378|272616045|41.3799677|2.0249146|17.0535746|819.1695380|
379|276370016|41.3803391|2.0246446|17.1006169|819.1708508|
380|276370017|41.3808028|2.0243527|17.1576404|819.1757529|
381|272616046|41.3815820|2.0239150|17.2516650|819.1878068|
382|272616047|41.3829623|2.0232409|17.4151272|819.2164861|
383|276370018|41.3844285|2.0223958|17.5927538|819.2376865|
384|309287916|41.3848843|2.0221307|17.6480520|819.2441138|
385|309287917|41.3858600|2.0216838|17.7627724|819.2665745|
386|309287918|41.3863525|2.0213601|17.8238323|819.2708481|
387|309287921|41.3870182|2.0209429|17.9056292|819.2780976|
388|309287928|41.3872735|2.0208107|17.9360843|819.2828830|
389|309287942|41.3876314|2.0206511|17.9780492|819.2914472|
390|309287961|41.3888602|2.0200811|18.1227235|819.3192805|
391|309287966|41.3892022|2.0198851|18.1641182|819.3243407|
392|309287969|41.3893755|2.0197962|18.1847662|819.3276562|
393|309287978|41.3894689|2.0197620|18.1955365|819.3304310|
394|309287686|41.3896825|2.0197139|18.2196243|819.3389465|
395|309287674|41.3896021|2.0197132|18.2285646|819.3343866|
396|309287661|41.3894868|2.0196725|18.2418273|819.3249880|
397|309287653|41.3894023|2.0196061|18.2527345|819.3154658|
398|309287644|41.3893433|2.0195312|18.2617944|819.3067614|
399|309287637|41.3892966|2.0194411|18.2709301|819.2976520|
400|309287631|41.3892654|2.0193424|18.2798649|819.2887925|
401|309287630|41.3892557|2.0192917|18.2842298|819.2845964|
402|309287626|41.3892480|2.0191947|18.2923670|819.2771774|
403|309287623|41.3892501|2.0191323|18.2975777|819.2728003|
404|309287621|41.3892667|2.0190264|18.3066029|819.2661031|
405|309287588|41.3893116|2.0188999|18.3182773|819.2595095|
406|309287582|41.3893504|2.0188326|18.3253579|819.2568381|
407|309287580|41.3894217|2.0187498|18.3358730|819.2548732|
408|309287579|41.3894790|2.0187067|18.3431889|819.2549828|
409|309287577|41.3895727|2.0186671|18.3541191|819.2573863|
410|309287699|41.3894743|2.0186653|18.3650617|819.2517371|
411|309287702|41.3894116|2.0186620|18.3720390|819.2479824|
412|309287703|41.3893423|2.0186422|18.3799199|819.2426691|
413|309287705|41.3892862|2.0185927|18.3874009|819.2359569|
414|309287706|41.3892268|2.0185267|18.3959997|819.2278710|
415|309287707|41.3891496|2.0183467|18.4132963|819.2105752|
416|309287708|41.3889467|2.0179960|18.4502415|819.1739331|
417|309287709|41.3887060|2.0175813|18.4939816|819.1305606|
418|309287710|41.3885409|2.0173099|18.5231302|819.1017507|
419|309287711|41.3883522|2.0169845|18.5574401|819.0677272|
420|309287712|41.3882321|2.0167733|18.5795483|819.0457776|
421|309287713|41.3880601|2.0165223|18.6079075|819.0180500|
422|309287714|41.3879419|2.0163796|18.6256406|819.0011411|
423|309287715|41.3877595|2.0161961|18.6510513|818.9776924|
424|309287716|41.3876037|2.0160836|18.6707543|818.9608501|
425|309287717|41.3874362|2.0159700|18.6916520|818.9432725|
426|309287718|41.3872744|2.0158993|18.7105854|818.9291050|
427|309287719|41.3870417|2.0158356|18.7370006|818.9114656|
428|309287720|41.3868788|2.0157924|18.7554693|818.8992179|
429|309287721|41.3868137|2.0157667|18.7630189|818.8937157|
